parca_no,tahmin_tarihi,tahmin_ayi,tahmin,birim_maliyet,tedarik_suresi,siparis_maliyeti,elde_tutma_maliyeti_aylik,stoksuz_kalma_cezasi,mevcut_Q,mevcut_r,mevcut_SS,baslangic_stok
Part-204,2025-01-01,1,7.82,6767.95,20,75,113.9272,18846.86,40,2004,1624,1027
Part-204,2025-02-01,2,1697.91,6767.95,20,75,113.9272,18846.86,40,2004,1624,1027
Part-204,2025-03-01,3,1.84,6767.95,20,75,113.9272,18846.86,40,2004,1624,1027
Part-2040,2025-01-01,1,0.54,323.29,14,150,4.4722,1078.58,21,50,33,14
Part-2040,2025-02-01,2,0.57,323.29,14,150,4.4722,1078.58,21,50,33,14
Part-2040,2025-03-01,3,0.56,323.29,14,150,4.4722,1078.58,21,50,33,14
Part-2041,2025-01-01,1,50.92,47.34,14,200,0.7338,210.53,37,19,16,5
Part-2041,2025-02-01,2,0.7,47.34,14,200,0.7338,210.53,37,19,16,5
Part-2041,2025-03-01,3,0.95,47.34,14,200,0.7338,210.53,37,19,16,5
Part-2042,2025-01-01,1,45.67,441.98,20,150,9.8341,1951.58,9,24,19,5
Part-2042,2025-02-01,2,0.7,441.98,20,150,9.8341,1951.58,9,24,19,5
Part-2042,2025-03-01,3,0.94,441.98,20,150,9.8341,1951.58,9,24,19,5
Part-2043,2025-01-01,1,3.4,269.59,20,100,4.9425,1227.65,66,562,342,243
Part-2043,2025-02-01,2,3.97,269.59,20,100,4.9425,1227.65,66,562,342,243
Part-2043,2025-03-01,3,6.12,269.59,20,100,4.9425,1227.65,66,562,342,243
Part-2044,2025-01-01,1,0.56,249.82,20,100,4.5592,1075.93,2,0,0,0
Part-2044,2025-02-01,2,0.56,249.82,20,100,4.5592,1075.93,2,0,0,0
Part-2044,2025-03-01,3,0.57,249.82,20,100,4.5592,1075.93,2,0,0,0
Part-2045,2025-01-01,1,86.1,467.36,14,500,9.0356,1021.12,40,46,35,20
Part-2045,2025-02-01,2,1.07,467.36,14,500,9.0356,1021.12,40,46,35,20
Part-2045,2025-03-01,3,1.0,467.36,14,500,9.0356,1021.12,40,46,35,20
Part-2046,2025-01-01,1,384.66,9.38,7,100,0.1681,39.03,485,206,116,306
Part-2046,2025-02-01,2,2.74,9.38,7,100,0.1681,39.03,485,206,116,306
Part-2046,2025-03-01,3,202.76,9.38,7,100,0.1681,39.03,485,206,116,306
Part-2047,2025-01-01,1,9.5,280.17,20,75,6.3272,996.53,19,105,90,28
Part-2047,2025-02-01,2,0.64,280.17,20,75,6.3272,996.53,19,105,90,28
Part-2047,2025-03-01,3,0.58,280.17,20,75,6.3272,996.53,19,105,90,28
Part-2048,2025-01-01,1,100.46,396.67,14,100,8.6606,1657.78,20,44,39,15
Part-2048,2025-02-01,2,1.23,396.67,14,100,8.6606,1657.78,20,44,39,15
Part-2048,2025-03-01,3,1.26,396.67,14,100,8.6606,1657.78,20,44,39,15
Part-2049,2025-01-01,1,1.47,3350.45,20,100,55.2824,11568.6,13,124,96,61
Part-2049,2025-02-01,2,1.69,3350.45,20,100,55.2824,11568.6,13,124,96,61
Part-2049,2025-03-01,3,1.42,3350.45,20,100,55.2824,11568.6,13,124,96,61
Part-205,2025-01-01,1,333.19,81.75,7,100,1.2944,368.37,309,441,272,875
Part-205,2025-02-01,2,319.3,81.75,7,100,1.2944,368.37,309,441,272,875
Part-205,2025-03-01,3,643.69,81.75,7,100,1.2944,368.37,309,441,272,875
Part-2050,2025-01-01,1,35.2,181.8,20,75,4.1208,627.32,8,21,16,5
Part-2050,2025-02-01,2,0.7,181.8,20,75,4.1208,627.32,8,21,16,5
Part-2050,2025-03-01,3,0.72,181.8,20,75,4.1208,627.32,8,21,16,5
Part-2051,2025-01-01,1,4.62,488.86,20,200,9.2883,1162.71,58,314,225,97
Part-2051,2025-02-01,2,0.99,488.86,20,200,9.2883,1162.71,58,314,225,97
Part-2051,2025-03-01,3,1.13,488.86,20,200,9.2883,1162.71,58,314,225,97
Part-2052,2025-01-01,1,0.91,109.83,20,150,2.2332,517.92,100,405,365,111
Part-2052,2025-02-01,2,0.56,109.83,20,150,2.2332,517.92,100,405,365,111
Part-2052,2025-03-01,3,0.57,109.83,20,150,2.2332,517.92,100,405,365,111
Part-2053,2025-01-01,1,1.62,3820.3,20,100,89.1403,11934.1,6,68,49,33
Part-2053,2025-02-01,2,55.13,3820.3,20,100,89.1403,11934.1,6,68,49,33
Part-2053,2025-03-01,3,23.42,3820.3,20,100,89.1403,11934.1,6,68,49,33
Part-2054,2025-01-01,1,0.54,374.3,20,500,6.8934,1402.55,25,23,17,7
Part-2054,2025-02-01,2,0.68,374.3,20,500,6.8934,1402.55,25,23,17,7
Part-2054,2025-03-01,3,0.56,374.3,20,500,6.8934,1402.55,25,23,17,7
Part-2055,2025-01-01,1,12.44,198.24,20,150,4.3448,519.68,15,18,18,5
Part-2055,2025-02-01,2,0.65,198.24,20,150,4.3448,519.68,15,18,18,5
Part-2055,2025-03-01,3,0.57,198.24,20,150,4.3448,519.68,15,18,18,5
Part-2056,2025-01-01,1,41.23,206.9,20,200,4.207,642.77,73,121,38,124
Part-2056,2025-02-01,2,67.26,206.9,20,200,4.207,642.77,73,121,38,124
Part-2056,2025-03-01,3,74.48,206.9,20,200,4.207,642.77,73,121,38,124
Part-2057,2025-01-01,1,3.04,36.32,20,150,0.6477,167.5,15,2,1,0
Part-2057,2025-02-01,2,0.57,36.32,20,150,0.6477,167.5,15,2,1,0
Part-2057,2025-03-01,3,0.57,36.32,20,150,0.6477,167.5,15,2,1,0
Part-2058,2025-01-01,1,147.46,99.1,7,150,2.2132,260.51,101,67,43,55
Part-2058,2025-02-01,2,4.2,99.1,7,150,2.2132,260.51,101,67,43,55
Part-2058,2025-03-01,3,90.88,99.1,7,150,2.2132,260.51,101,67,43,55
Part-2059,2025-01-01,1,0.49,589.92,7,50,8.1606,1544.6,57,636,489,249
Part-2059,2025-02-01,2,1424.55,589.92,7,50,8.1606,1544.6,57,636,489,249
Part-2059,2025-03-01,3,3.31,589.92,7,50,8.1606,1544.6,57,636,489,249
Part-206,2025-01-01,1,2268.92,314.06,14,50,7.7206,1314.24,64,1822,1227,831
Part-206,2025-02-01,2,1980.91,314.06,14,50,7.7206,1314.24,64,1822,1227,831
Part-206,2025-03-01,3,1986.94,314.06,14,50,7.7206,1314.24,64,1822,1227,831
Part-2060,2025-01-01,1,63.22,410.07,20,200,8.0989,1140.61,68,142,30,182
Part-2060,2025-02-01,2,84.99,410.07,20,200,8.0989,1140.61,68,142,30,182
Part-2060,2025-03-01,3,85.39,410.07,20,200,8.0989,1140.61,68,142,30,182
Part-2061,2025-01-01,1,18.88,155.8,20,300,2.0384,580.2,69,37,20,24
Part-2061,2025-02-01,2,30.25,155.8,20,300,2.0384,580.2,69,37,20,24
Part-2061,2025-03-01,3,14.75,155.8,20,300,2.0384,580.2,69,37,20,24
Part-2062,2025-01-01,1,0.6,193.95,20,75,2.7961,690.86,60,226,149,78
Part-2062,2025-02-01,2,0.93,193.95,20,75,2.7961,690.86,60,226,149,78
Part-2062,2025-03-01,3,0.57,193.95,20,75,2.7961,690.86,60,226,149,78
Part-2063,2025-01-01,1,0.55,223.0,20,200,4.46,563.29,16,17,14,3
Part-2063,2025-02-01,2,0.56,223.0,20,200,4.46,563.29,16,17,14,3
Part-2063,2025-03-01,3,0.59,223.0,20,200,4.46,563.29,16,17,14,3
Part-2064,2025-01-01,1,56.09,176.24,14,150,2.8786,718.34,103,255,178,172
Part-2064,2025-02-01,2,276.85,176.24,14,150,2.8786,718.34,103,255,178,172
Part-2064,2025-03-01,3,339.06,176.24,14,150,2.8786,718.34,103,255,178,172
Part-2065,2025-01-01,1,117.3,4919.16,7,100,77.4768,23231.32,22,113,84,283
Part-2065,2025-02-01,2,65.44,4919.16,7,100,77.4768,23231.32,22,113,84,283
Part-2065,2025-03-01,3,67.4,4919.16,7,100,77.4768,23231.32,22,113,84,283
Part-2066,2025-01-01,1,0.65,11.35,20,300,0.2771,29.47,56,6,6,2
Part-2066,2025-02-01,2,0.58,11.35,20,300,0.2771,29.47,56,6,6,2
Part-2066,2025-03-01,3,0.64,11.35,20,300,0.2771,29.47,56,6,6,2
Part-2067,2025-01-01,1,90.27,440.68,20,50,7.5283,1771.03,16,67,48,31
Part-2067,2025-02-01,2,1.24,440.68,20,50,7.5283,1771.03,16,67,48,31
Part-2067,2025-03-01,3,1.18,440.68,20,50,7.5283,1771.03,16,67,48,31
Part-2068,2025-01-01,1,1.41,153.82,20,100,3.0123,578.23,16,34,27,7
Part-2068,2025-02-01,2,0.7,153.82,20,100,3.0123,578.23,16,34,27,7
Part-2068,2025-03-01,3,0.65,153.82,20,100,3.0123,578.23,16,34,27,7
Part-2069,2025-01-01,1,58.55,436.82,20,300,8.3724,1304.7,96,143,34,159
Part-2069,2025-02-01,2,83.57,436.82,20,300,8.3724,1304.7,96,143,34,159
Part-2069,2025-03-01,3,101.1,436.82,20,300,8.3724,1304.7,96,143,34,159
Part-207,2025-01-01,1,283.9,5907.31,20,100,113.2234,22834.79,28,869,397,965
Part-207,2025-02-01,2,481.09,5907.31,20,100,113.2234,22834.79,28,869,397,965
Part-207,2025-03-01,3,497.31,5907.31,20,100,113.2234,22834.79,28,869,397,965
Part-2070,2025-01-01,1,0.51,2624.76,20,100,34.7781,10114.49,2,4,4,1
Part-2070,2025-02-01,2,0.56,2624.76,20,100,34.7781,10114.49,2,4,4,1
Part-2070,2025-03-01,3,0.56,2624.76,20,100,34.7781,10114.49,2,4,4,1
Part-2071,2025-01-01,1,0.51,389.28,20,150,8.1424,1023.7,16,33,31,10
Part-2071,2025-02-01,2,0.56,389.28,20,150,8.1424,1023.7,16,33,31,10
Part-2071,2025-03-01,3,0.56,389.28,20,150,8.1424,1023.7,16,33,31,10
Part-2072,2025-01-01,1,18.32,549.84,20,200,10.4011,2475.31,7,14,9,2
Part-2072,2025-02-01,2,0.65,549.84,20,200,10.4011,2475.31,7,14,9,2
Part-2072,2025-03-01,3,0.61,549.84,20,200,10.4011,2475.31,7,14,9,2
Part-2073,2025-01-01,1,0.55,154.14,20,75,2.6589,318.55,7,7,6,2
Part-2073,2025-02-01,2,0.56,154.14,20,75,2.6589,318.55,7,7,6,2
Part-2073,2025-03-01,3,0.59,154.14,20,75,2.6589,318.55,7,7,6,2
Part-2074,2025-01-01,1,137.13,321.96,20,75,4.2928,1191.63,82,231,93,177
Part-2074,2025-02-01,2,63.24,321.96,20,75,4.2928,1191.63,82,231,93,177
Part-2074,2025-03-01,3,58.17,321.96,20,75,4.2928,1191.63,82,231,93,177
Part-2075,2025-01-01,1,16.82,3102.15,14,500,50.1514,9171.01,30,94,60,69
Part-2075,2025-02-01,2,1.25,3102.15,14,500,50.1514,9171.01,30,94,60,69
Part-2075,2025-03-01,3,89.13,3102.15,14,500,50.1514,9171.01,30,94,60,69
Part-2076,2025-01-01,1,1.29,240.63,14,75,5.6749,1117.51,27,80,53,60
Part-2076,2025-02-01,2,146.26,240.63,14,75,5.6749,1117.51,27,80,53,60
Part-2076,2025-03-01,3,3.28,240.63,14,75,5.6749,1117.51,27,80,53,60
Part-2077,2025-01-01,1,0.52,237.44,20,150,3.4825,830.59,4,1,1,0
Part-2077,2025-02-01,2,1.19,237.44,20,150,3.4825,830.59,4,1,1,0
Part-2077,2025-03-01,3,0.57,237.44,20,150,3.4825,830.59,4,1,1,0
Part-2078,2025-01-01,1,0.85,6696.88,20,100,102.1274,29516.26,1,1,1,0
Part-2078,2025-02-01,2,0.87,6696.88,20,100,102.1274,29516.26,1,1,1,0
Part-2078,2025-03-01,3,0.88,6696.88,20,100,102.1274,29516.26,1,1,1,0
Part-2079,2025-01-01,1,78.63,158.54,14,300,2.3913,756.47,200,128,80,113
Part-2079,2025-02-01,2,41.33,158.54,14,300,2.3913,756.47,200,128,80,113
Part-2079,2025-03-01,3,31.09,158.54,14,300,2.3913,756.47,200,128,80,113
Part-208,2025-01-01,1,1155.99,4246.22,20,100,85.6321,19985.33,38,1003,719,686
Part-208,2025-02-01,2,77.21,4246.22,20,100,85.6321,19985.33,38,1003,719,686
Part-208,2025-03-01,3,271.31,4246.22,20,100,85.6321,19985.33,38,1003,719,686
Part-2080,2025-01-01,1,0.72,276.34,20,500,6.54,829.86,28,34,25,9
Part-2080,2025-02-01,2,0.7,276.34,20,500,6.54,829.86,28,34,25,9
Part-2080,2025-03-01,3,0.57,276.34,20,500,6.54,829.86,28,34,25,9
Part-2081,2025-01-01,1,313.51,6328.35,20,75,134.4774,29370.03,21,588,173,810
Part-2081,2025-02-01,2,325.47,6328.35,20,75,134.4774,29370.03,21,588,173,810
Part-2081,2025-03-01,3,338.8,6328.35,20,75,134.4774,29370.03,21,588,173,810
Part-2082,2025-01-01,1,0.66,467.16,14,150,10.9783,1952.19,26,37,31,23
Part-2082,2025-02-01,2,40.77,467.16,14,150,10.9783,1952.19,26,37,31,23
Part-2082,2025-03-01,3,9.41,467.16,14,150,10.9783,1952.19,26,37,31,23
Part-2083,2025-01-01,1,0.55,326.74,14,200,7.8145,759.51,8,5,4,2
Part-2083,2025-02-01,2,0.55,326.74,14,200,7.8145,759.51,8,5,4,2
Part-2083,2025-03-01,3,0.56,326.74,14,200,7.8145,759.51,8,5,4,2
Part-2084,2025-01-01,1,0.63,224.5,7,200,5.4067,518.99,24,56,43,14
Part-2084,2025-02-01,2,0.64,224.5,7,200,5.4067,518.99,24,56,43,14
Part-2084,2025-03-01,3,0.65,224.5,7,200,5.4067,518.99,24,56,43,14
Part-2085,2025-01-01,1,152.78,4772.13,7,100,88.6821,21245.7,16,195,181,257
Part-2085,2025-02-01,2,149.33,4772.13,7,100,88.6821,21245.7,16,195,181,257
Part-2085,2025-03-01,3,270.91,4772.13,7,100,88.6821,21245.7,16,195,181,257
Part-2086,2025-01-01,1,0.62,316.86,20,75,5.8355,1078.89,14,30,22,8
Part-2086,2025-02-01,2,1.62,316.86,20,75,5.8355,1078.89,14,30,22,8
Part-2086,2025-03-01,3,0.56,316.86,20,75,5.8355,1078.89,14,30,22,8
Part-2087,2025-01-01,1,21.12,13.78,14,100,0.3146,48.03,191,103,68,58
Part-2087,2025-02-01,2,15.7,13.78,14,100,0.3146,48.03,191,103,68,58
Part-2087,2025-03-01,3,1.52,13.78,14,100,0.3146,48.03,191,103,68,58
Part-2088,2025-01-01,1,3.51,7672.53,20,200,127.8755,35859.41,1,1,1,0
Part-2088,2025-02-01,2,0.88,7672.53,20,200,127.8755,35859.41,1,1,1,0
Part-2088,2025-03-01,3,0.87,7672.53,20,200,127.8755,35859.41,1,1,1,0
Part-2089,2025-01-01,1,89.6,5202.69,14,500,66.3343,24512.01,5,8,7,3
Part-2089,2025-02-01,2,1.39,5202.69,14,500,66.3343,24512.01,5,8,7,3
Part-2089,2025-03-01,3,1.24,5202.69,14,500,66.3343,24512.01,5,8,7,3
Part-209,2025-01-01,1,316.04,488.59,20,100,10.5861,1364.33,68,547,161,686
Part-209,2025-02-01,2,299.96,488.59,20,100,10.5861,1364.33,68,547,161,686
Part-209,2025-03-01,3,440.09,488.59,20,100,10.5861,1364.33,68,547,161,686
Part-2090,2025-01-01,1,27.56,329.77,7,150,5.4962,771.04,11,10,8,5
Part-2090,2025-02-01,2,0.72,329.77,7,150,5.4962,771.04,11,10,8,5
Part-2090,2025-03-01,3,0.71,329.77,7,150,5.4962,771.04,11,10,8,5
Part-2091,2025-01-01,1,12.44,205.91,20,75,4.4099,642.63,1,0,0,0
Part-2091,2025-02-01,2,0.65,205.91,20,75,4.4099,642.63,1,0,0,0
Part-2091,2025-03-01,3,0.62,205.91,20,75,4.4099,642.63,1,0,0,0
Part-2092,2025-01-01,1,0.55,3344.27,14,50,47.0985,15670.18,2,10,8,4
Part-2092,2025-02-01,2,0.55,3344.27,14,50,47.0985,15670.18,2,10,8,4
Part-2092,2025-03-01,3,19.77,3344.27,14,50,47.0985,15670.18,2,10,8,4
Part-2093,2025-01-01,1,97.69,73.56,7,300,1.6428,328.05,180,78,40,162
Part-2093,2025-02-01,2,74.96,73.56,7,300,1.6428,328.05,180,78,40,162
Part-2093,2025-03-01,3,58.56,73.56,7,300,1.6428,328.05,180,78,40,162
Part-2094,2025-01-01,1,17.28,63.1,20,100,1.4303,262.69,16,10,7,1
Part-2094,2025-02-01,2,0.67,63.1,20,100,1.4303,262.69,16,10,7,1
Part-2094,2025-03-01,3,0.62,63.1,20,100,1.4303,262.69,16,10,7,1
Part-2095,2025-01-01,1,219.29,127.47,20,200,1.7527,293.93,155,218,164,94
Part-2095,2025-02-01,2,1.58,127.47,20,200,1.7527,293.93,155,218,164,94
Part-2095,2025-03-01,3,120.73,127.47,20,200,1.7527,293.93,155,218,164,94
Part-2096,2025-01-01,1,5.14,2153.62,7,150,29.6123,8320.69,2,2,2,1
Part-2096,2025-02-01,2,0.57,2153.62,7,150,29.6123,8320.69,2,2,2,1
Part-2096,2025-03-01,3,0.57,2153.62,7,150,29.6123,8320.69,2,2,2,1
Part-2097,2025-01-01,1,0.55,130.25,20,300,1.9538,487.86,19,7,6,1
Part-2097,2025-02-01,2,0.58,130.25,20,300,1.9538,487.86,19,7,6,1
Part-2097,2025-03-01,3,0.57,130.25,20,300,1.9538,487.86,19,7,6,1
Part-2098,2025-01-01,1,66.24,6517.81,7,100,110.2596,16304.31,22,676,660,451
Part-2098,2025-02-01,2,5.7,6517.81,7,100,110.2596,16304.31,22,676,660,451
Part-2098,2025-03-01,3,0.8,6517.81,7,100,110.2596,16304.31,22,676,660,451
Part-2099,2025-01-01,1,393.31,165.89,20,100,3.1796,716.91,176,719,314,549
Part-2099,2025-02-01,2,253.8,165.89,20,100,3.1796,716.91,176,719,314,549
Part-2099,2025-03-01,3,274.16,165.89,20,100,3.1796,716.91,176,719,314,549
Part-21,2025-01-01,1,8095.6,217.77,20,200,3.5388,802.78,994,11757,5890,11416
Part-21,2025-02-01,2,2576.71,217.77,20,200,3.5388,802.78,994,11757,5890,11416
Part-21,2025-03-01,3,7871.71,217.77,20,200,3.5388,802.78,994,11757,5890,11416
Part-210,2025-01-01,1,2100.88,317.82,20,75,5.297,1186.44,133,2685,1348,1401
Part-210,2025-02-01,2,9.86,317.82,20,75,5.297,1186.44,133,2685,1348,1401
Part-210,2025-03-01,3,1.26,317.82,20,75,5.297,1186.44,133,2685,1348,1401
Part-2100,2025-01-01,1,0.51,354.35,20,300,6.585,1040.35,1,0,0,0
Part-2100,2025-02-01,2,0.56,354.35,20,300,6.585,1040.35,1,0,0,0
Part-2100,2025-03-01,3,0.56,354.35,20,300,6.585,1040.35,1,0,0,0
Part-2101,2025-01-01,1,0.62,2709.82,20,150,62.7775,10464.99,3,9,7,2
Part-2101,2025-02-01,2,0.55,2709.82,20,150,62.7775,10464.99,3,9,7,2
Part-2101,2025-03-01,3,0.56,2709.82,20,150,62.7775,10464.99,3,9,7,2
Part-2102,2025-01-01,1,0.56,481.85,20,50,6.8664,1486.75,1,0,0,0
Part-2102,2025-02-01,2,0.56,481.85,20,50,6.8664,1486.75,1,0,0,0
Part-2102,2025-03-01,3,0.56,481.85,20,50,6.8664,1486.75,1,0,0,0
Part-2103,2025-01-01,1,23.4,220.78,20,75,4.6916,497.46,26,49,39,42
Part-2103,2025-02-01,2,15.08,220.78,20,75,4.6916,497.46,26,49,39,42
Part-2103,2025-03-01,3,6.03,220.78,20,75,4.6916,497.46,26,49,39,42
Part-2104,2025-01-01,1,1.24,4102.15,14,75,79.3082,14662.66,1,1,1,0
Part-2104,2025-02-01,2,0.55,4102.15,14,75,79.3082,14662.66,1,1,1,0
Part-2104,2025-03-01,3,1.04,4102.15,14,75,79.3082,14662.66,1,1,1,0
Part-2105,2025-01-01,1,0.54,348.37,20,500,7.577,1017.22,10,4,5,1
Part-2105,2025-02-01,2,0.57,348.37,20,500,7.577,1017.22,10,4,5,1
Part-2105,2025-03-01,3,0.56,348.37,20,500,7.577,1017.22,10,4,5,1
Part-2106,2025-01-01,1,0.73,208.92,7,75,3.4994,462.54,10,9,7,6
Part-2106,2025-02-01,2,0.71,208.92,7,75,3.4994,462.54,10,9,7,6
Part-2106,2025-03-01,3,0.66,208.92,7,75,3.4994,462.54,10,9,7,6
Part-2107,2025-01-01,1,0.51,311.06,20,300,5.7287,807.36,19,18,14,5
Part-2107,2025-02-01,2,0.56,311.06,20,300,5.7287,807.36,19,18,14,5
Part-2107,2025-03-01,3,0.56,311.06,20,300,5.7287,807.36,19,18,14,5
Part-2108,2025-01-01,1,1.06,473.41,20,50,6.0754,1825.74,28,72,42,42
Part-2108,2025-02-01,2,19.44,473.41,20,50,6.0754,1825.74,28,72,42,42
Part-2108,2025-03-01,3,27.43,473.41,20,50,6.0754,1825.74,28,72,42,42
Part-2109,2025-01-01,1,7.16,252.1,7,75,3.5084,580.88,9,10,8,3
Part-2109,2025-02-01,2,0.68,252.1,7,75,3.5084,580.88,9,10,8,3
Part-2109,2025-03-01,3,27.07,252.1,7,75,3.5084,580.88,9,10,8,3
Part-211,2025-01-01,1,182.42,297.47,14,150,7.3128,622.9,178,1312,730,806
Part-211,2025-02-01,2,1679.77,297.47,14,150,7.3128,622.9,178,1312,730,806
Part-211,2025-03-01,3,392.96,297.47,14,150,7.3128,622.9,178,1312,730,806
Part-2110,2025-01-01,1,0.55,251.6,20,300,4.3191,569.22,59,74,60,29
Part-2110,2025-02-01,2,0.58,251.6,20,300,4.3191,569.22,59,74,60,29
Part-2110,2025-03-01,3,0.59,251.6,20,300,4.3191,569.22,59,74,60,29
Part-2111,2025-01-01,1,11.0,5165.48,14,300,95.5614,24959.93,4,8,6,2
Part-2111,2025-02-01,2,11.1,5165.48,14,300,95.5614,24959.93,4,8,6,2
Part-2111,2025-03-01,3,11.17,5165.48,14,300,95.5614,24959.93,4,8,6,2
Part-2112,2025-01-01,1,0.54,379.26,20,75,5.1516,880.86,7,12,10,5
Part-2112,2025-02-01,2,0.57,379.26,20,75,5.1516,880.86,7,12,10,5
Part-2112,2025-03-01,3,0.58,379.26,20,75,5.1516,880.86,7,12,10,5
Part-2113,2025-01-01,1,0.55,4476.16,14,75,102.2057,14002.23,3,18,16,7
Part-2113,2025-02-01,2,0.55,4476.16,14,75,102.2057,14002.23,3,18,16,7
Part-2113,2025-03-01,3,0.56,4476.16,14,75,102.2057,14002.23,3,18,16,7
Part-2114,2025-01-01,1,0.56,1140.76,20,150,27.7585,2738.09,5,16,10,5
Part-2114,2025-02-01,2,0.56,1140.76,20,150,27.7585,2738.09,5,16,10,5
Part-2114,2025-03-01,3,0.56,1140.76,20,150,27.7585,2738.09,5,16,10,5
Part-2115,2025-01-01,1,0.85,6274.69,20,50,124.9709,30230.25,2,23,22,6
Part-2115,2025-02-01,2,0.87,6274.69,20,50,124.9709,30230.25,2,23,22,6
Part-2115,2025-03-01,3,0.97,6274.69,20,50,124.9709,30230.25,2,23,22,6
Part-2116,2025-01-01,1,55.85,191.77,20,300,2.525,660.36,49,40,33,15
Part-2116,2025-02-01,2,0.71,191.77,20,300,2.525,660.36,49,40,33,15
Part-2116,2025-03-01,3,39.77,191.77,20,300,2.525,660.36,49,40,33,15
Part-2117,2025-01-01,1,30.47,161.77,20,100,3.5185,377.47,73,117,51,77
Part-2117,2025-02-01,2,56.01,161.77,20,100,3.5185,377.47,73,117,51,77
Part-2117,2025-03-01,3,13.51,161.77,20,100,3.5185,377.47,73,117,51,77
Part-2118,2025-01-01,1,0.66,490.87,7,100,7.4858,2113.91,20,20,12,18
Part-2118,2025-02-01,2,9.0,490.87,7,100,7.4858,2113.91,20,20,12,18
Part-2118,2025-03-01,3,17.69,490.87,7,100,7.4858,2113.91,20,20,12,18
Part-2119,2025-01-01,1,0.54,436.71,20,75,9.462,1896.35,2,2,2,0
Part-2119,2025-02-01,2,0.55,436.71,20,75,9.462,1896.35,2,2,2,0
Part-2119,2025-03-01,3,0.56,436.71,20,75,9.462,1896.35,2,2,2,0
Part-212,2025-01-01,1,983.89,6402.68,20,300,92.3053,29939.06,70,2220,1445,871
Part-212,2025-02-01,2,0.82,6402.68,20,300,92.3053,29939.06,70,2220,1445,871
Part-212,2025-03-01,3,13.12,6402.68,20,300,92.3053,29939.06,70,2220,1445,871
Part-2120,2025-01-01,1,25.03,168.46,20,50,3.0182,792.37,34,46,22,54
Part-2120,2025-02-01,2,44.01,168.46,20,50,3.0182,792.37,34,46,22,54
Part-2120,2025-03-01,3,19.6,168.46,20,50,3.0182,792.37,34,46,22,54
Part-2121,2025-01-01,1,102.18,6357.11,7,100,83.7019,26172.01,14,81,60,132
Part-2121,2025-02-01,2,195.29,6357.11,7,100,83.7019,26172.01,14,81,60,132
Part-2121,2025-03-01,3,48.05,6357.11,7,100,83.7019,26172.01,14,81,60,132
Part-2122,2025-01-01,1,4.93,361.87,20,75,5.7899,783.14,3,3,2,1
Part-2122,2025-02-01,2,0.56,361.87,20,75,5.7899,783.14,3,3,2,1
Part-2122,2025-03-01,3,0.85,361.87,20,75,5.7899,783.14,3,3,2,1
Part-2123,2025-01-01,1,0.56,3257.82,20,150,58.0978,11894.09,1,0,0,0
Part-2123,2025-02-01,2,0.55,3257.82,20,150,58.0978,11894.09,1,0,0,0
Part-2123,2025-03-01,3,0.56,3257.82,20,150,58.0978,11894.09,1,0,0,0
Part-2124,2025-01-01,1,0.91,129.46,20,200,2.805,408.07,5,0,0,0
Part-2124,2025-02-01,2,0.81,129.46,20,200,2.805,408.07,5,0,0,0
Part-2124,2025-03-01,3,0.57,129.46,20,200,2.805,408.07,5,0,0,0
Part-2125,2025-01-01,1,1.5,489.94,20,50,6.9408,2080.16,20,99,54,36
Part-2125,2025-02-01,2,1.18,489.94,20,50,6.9408,2080.16,20,99,54,36
Part-2125,2025-03-01,3,0.81,489.94,20,50,6.9408,2080.16,20,99,54,36
Part-2126,2025-01-01,1,30.87,285.03,20,150,4.5842,1075.36,33,39,29,19
Part-2126,2025-02-01,2,0.72,285.03,20,150,4.5842,1075.36,33,39,29,19
Part-2126,2025-03-01,3,0.78,285.03,20,150,4.5842,1075.36,33,39,29,19
Part-2127,2025-01-01,1,0.63,382.44,14,200,5.1948,1596.92,1,0,0,0
Part-2127,2025-02-01,2,0.55,382.44,14,200,5.1948,1596.92,1,0,0,0
Part-2127,2025-03-01,3,0.56,382.44,14,200,5.1948,1596.92,1,0,0,0
Part-2128,2025-01-01,1,0.63,1738.16,20,100,35.0529,4417.24,18,140,109,70
Part-2128,2025-02-01,2,1.23,1738.16,20,100,35.0529,4417.24,18,140,109,70
Part-2128,2025-03-01,3,0.59,1738.16,20,100,35.0529,4417.24,18,140,109,70
Part-2129,2025-01-01,1,0.97,5459.21,20,500,100.5405,18076.61,7,14,13,4
Part-2129,2025-02-01,2,0.98,5459.21,20,500,100.5405,18076.61,7,14,13,4
Part-2129,2025-03-01,3,0.97,5459.21,20,500,100.5405,18076.61,7,14,13,4
Part-213,2025-01-01,1,1783.71,1416.67,20,100,25.8542,4736.23,116,2427,1167,2208
Part-213,2025-02-01,2,638.02,1416.67,20,100,25.8542,4736.23,116,2427,1167,2208
Part-213,2025-03-01,3,818.66,1416.67,20,100,25.8542,4736.23,116,2427,1167,2208
Part-2130,2025-01-01,1,0.55,452.18,7,75,10.89,1490.53,5,7,5,3
Part-2130,2025-02-01,2,0.55,452.18,7,75,10.89,1490.53,5,7,5,3
Part-2130,2025-03-01,3,0.56,452.18,7,75,10.89,1490.53,5,7,5,3
Part-2131,2025-01-01,1,0.9,6785.4,20,100,147.5824,33539.72,1,0,0,0
Part-2131,2025-02-01,2,0.87,6785.4,20,100,147.5824,33539.72,1,0,0,0
Part-2131,2025-03-01,3,0.87,6785.4,20,100,147.5824,33539.72,1,0,0,0
